18588,-284,-232,2596,-624,10028,0
20084,1352,-1816,22264,13516,-22424,0
25568,7292,-3696,6340,-12992,3080,0
26796,-13164,8528,21116,3428,8388,0
6164,1488,11796,19828,5700,6216,0
10056,944,11220,16912,3700,1812,0
12908,1920,13308,17072,644,1568,0
21688,3504,13168,18008,1548,-348,0
21276,1632,11156,18264,2572,-700,0
552,576,13544,21180,-720,-4612,0
32767,-7220,-1124,30296,-3108,-10436,0
15996,-6228,11896,29600,9472,4036,0
13276,8852,3416,9508,9092,20896,0
17396,-5500,2856,13688,-9936,13260,0
18116,-884,1236,7028,-1812,8960,0
17144,-4224,3968,14700,-4188,11816,0
17424,120,2828,20500,-4608,8640,0
15672,-2236,-196,24832,5132,8524,0
18596,32,-1488,13564,-1436,9812,0
23344,-5408,-2172,32767,-3800,-2160,0
25540,-6556,3576,12164,-9676,18044,0
13824,-11628,8304,20288,-2204,5064,0
10760,6160,7784,19364,4132,2948,0
-32768,14628,23752,16612,-2356,92,0
2208,8972,20760,16592,3528,1168,0
12400,4920,13580,17312,436,3804,0
20684,104,11068,17712,2128,504,0
20180,2612,11808,19620,-760,-800,0
9360,2340,16960,19228,724,-4980,0
19136,880,36,32767,-2068,-15384,0
21040,-15892,12216,29596,11844,6984,0
9660,12032,7016,7924,4672,20332,0
16340,-10976,4384,12592,-3600,8052,0
16208,-804,1368,8052,-800,8196,0
16256,-6656,2640,15004,-3400,10436,0
17316,2920,1308,21840,-2796,14212,0
15916,-2928,856,20120,2996,10320,0
18104,616,1168,3744,-1068,10140,0
24080,-2792,-6576,32767,1724,5532,0
28252,-7896,5008,13168,-7992,16508,0
14512,-6536,9164,19564,-8584,3844,0
12772,6732,7948,18176,4644,2540,0
8332,1320,13564,16680,520,-16,0
14148,7756,11648,15788,496,1772,0
15740,8896,11540,16160,-736,2768,0
19924,-648,12780,17604,3868,-548,0
15276,4204,13104,19320,-1860,-452,0
9900,712,16932,19452,-616,-2936,0
9164,872,7488,32767,-608,-7980,0
22364,-11168,12296,32767,12988,160,0
12576,8028,7140,11628,-1824,6420,0
15876,-11372,2992,6780,-1944,7540,0
16344,3976,2440,9932,-2648,9016,0
16076,-5576,2868,13992,-4812,10072,0
17364,1400,1776,19644,-3060,12356,0
17228,-2840,176,20116,3580,8812,0
18408,-100,-1264,1676,-1736,10768,0
27408,3512,-5912,32767,4344,432,0
27868,-11548,7580,15888,1168,9612,0
10840,-5712,23420,15604,-6308,4548,0
10624,5376,10656,17452,2544,1160,0
8288,3232,7972,16852,4016,-1232,0
13532,-132,11532,19224,4336,3564,0
16752,4064,13040,18388,3136,2776,0
20744,-3724,11252,18108,-64,1016,0
7956,1204,8424,17412,-1576,436,0
21600,-7284,-25612,21520,-712,-3932,0
7736,16100,10024,25220,5756,9308,0
20932,4556,4412,19076,9288,6328,0
18140,-5636,3936,13336,-2668,3244,0
14912,-5680,1304,10020,-5188,7544,0
16860,-4076,4692,13764,-1844,9468,0
16552,1348,2512,5072,-9148,12440,0
15088,-2228,-212,24328,-616,7456,0
18028,100,-808,4864,-636,10372,0
21156,984,-352,14064,4132,5832,0
27088,5156,-3128,8272,-4288,6840,0
20152,-9408,8748,20784,4792,9372,0
10344,4148,4332,18816,1108,2660,0
4328,2416,10284,16564,3412,2624,0
11692,-352,12688,16224,1848,3648,0
14896,4464,14092,16860,2528,3216,0
20384,2396,11476,16696,1168,3240,0
17160,1892,8160,19224,1672,-632,0
11268,4444,14980,21204,-920,-4152,0
18448,3512,4072,32767,-5364,-9428,0
24588,-7020,15696,22088,16664,1624,0
16500,-5224,7716,6204,-276,8028,0
14632,-3896,3516,7708,-2168,10144,0
14736,-580,764,10004,-2096,11152,0
15304,-5188,4328,13168,2608,11432,0
15020,-16,2156,17888,-1752,10588,0
