Lx,Ly,Lz,Rx,Ry,Rz,label
16544,-572,6092,15592,1116,5660,1
15628,-248,3860,16284,-456,1252,1
15860,1964,5132,16276,-2652,5136,1
15960,-808,2996,15864,-552,2840,1
14880,-7084,4572,16456,3800,4724,1
16156,3152,3632,15688,-1796,2016,1
16824,6708,1568,16092,-784,2488,1
19788,-6544,3392,16388,-4488,5524,1
21004,-3736,1256,17356,444,6232,1
6332,4060,11428,16080,996,4912,1
5204,-8648,12084,16268,-840,4792,1
26028,24448,22056,17224,632,4748,1
-2000,-3876,4540,14812,2160,3912,1
15468,-4256,5916,15812,2164,3768,1
18300,-7548,6400,16444,464,7204,1
14036,8184,4292,14928,-8544,2724,1
15124,-1972,6164,16908,-856,4424,1
15944,-5308,5292,15684,6404,5684,1
16492,1112,5392,16528,836,5032,1
16088,1848,5496,15616,-5528,5448,1
15936,-2536,5156,15876,-3244,4600,1
15528,-3200,4388,16452,292,4156,1
15776,-972,6380,16084,2668,4548,1
16192,2208,4704,15732,-1776,2980,1
15932,-324,5392,15868,-976,2992,1
15728,768,4436,15220,-4040,8612,1
17024,76,9052,16516,-6236,5920,1
15380,-4964,4548,15888,4480,6164,1
14940,-6584,2808,15028,3764,3564,1
16592,5500,3952,15980,-6076,3276,1
16068,9456,5188,16068,-11120,3804,1
14592,-8404,7604,15660,1420,5136,1
16460,-10120,6480,16904,5616,8380,1
15752,-32,5388,14044,-580,5824,1
15860,2004,4884,16272,-8488,2900,1
15604,-852,3796,16040,-1868,5648,1
14644,-4112,7676,16064,1280,6200,1
15692,-1732,6808,15300,-1888,6048,1
15008,4564,7168,15696,-8748,5216,1
15732,-1028,4208,15448,-2184,4684,1
15040,-8676,5456,15748,1288,6220,1
15896,-2784,5508,15632,2008,6196,1
15132,472,6828,15804,-3636,5504,1
16540,2888,4844,15492,-4252,4388,1
13760,-3980,6400,15032,-1856,4892,1
15408,-4396,7544,16152,188,5768,1
18288,1208,8752,14408,-2172,10468,1
16004,576,10020,16584,-1408,7764,1
15100,-2636,5324,15092,-5068,6812,1
15360,-1640,1520,14696,-3968,1776,1
14320,-6112,1180,15516,-1224,-572,1
15904,-896,2028,15268,-1264,2672,1
15468,-808,8852,15848,448,6576,1
16916,-768,9200,16120,-2700,9324,1
16340,-1132,9592,16484,-3176,8776,1
15164,-2208,4764,15268,-2452,5076,1
15508,-1604,1372,15540,-1804,2188,1
14528,-3340,2936,15160,48,3024,1
15412,-964,3072,16368,-592,4156,1
15428,-808,7428,16308,-1760,5744,1
15824,-68,8232,17016,-2596,5552,1
16724,-1068,7976,18144,-2060,6080,1
15908,-4208,6592,19288,-984,2120,1
15816,-1920,6004,11100,-3464,6416,1
16124,-2012,5168,16640,-3200,4228,1
15112,-2160,1896,12816,856,4452,1
14596,-2864,3856,13828,-10588,-2456,1
14716,-704,7820,9756,-7644,4276,1
16544,844,5712,17180,1072,3624,1
15612,-1132,5636,16788,1720,3732,1
16012,-1932,4636,15120,-2220,2384,1
15784,-740,5176,15988,-360,3316,1
15036,-2640,6112,16084,428,4564,1
15400,-2064,6628,16628,-776,4408,1
15176,1576,7156,16660,-1088,4832,1
15968,3420,8088,16348,-5612,3240,1
16164,-848,6984,16124,-68,4156,1
15656,-8372,5744,16804,4312,5084,1
15848,676,5288,16396,-2388,2528,1
15648,4516,6492,16524,-5480,1756,1
16072,3864,6380,15820,-956,2660,1
15596,-8124,5656,16548,3760,5164,1
16080,-124,6236,16240,1156,4208,1
15696,-200,4908,16192,-1660,1828,1
16896,508,2268,16544,-3272,3284,1
20204,-3184,1812,16324,-836,2212,1
17540,-3912,-284,16740,2212,5428,1
11068,1848,6752,16460,-1776,3044,1
8628,-1392,6108,16068,1496,3600,1
14060,-916,12716,15964,-508,2056,1
15376,14212,-8260,16396,-344,5284,1
14196,1860,6776,16100,-936,4448,1
15596,-4692,2144,16576,20,4024,1
18260,520,2452,16116,-1544,2756,1
17076,-324,3024,16032,-1500,3320,1
15336,-4460,3748,16256,3488,4060,1
16612,1516,4340,15896,-3616,4168,1
16536,1352,3996,15896,-3532,3836,1
15896,-2068,4848,15892,-3004,4004,1
16164,-1588,3268,15980,1716,4632,1
16028,-88,3952,16220,-432,3664,1
16044,-368,4324,15788,-3644,4152,1
15904,-1672,4380,16108,-1148,4264,1
16044,-1168,4488,16164,-1160,4264,1
16076,-888,4472,16048,-1912,4216,1
16028,-1464,4996,16080,-728,3548,1
16156,-92,4620,16176,-1656,4360,1
16200,-272,8040,16448,-1832,4804,1
16616,-384,6108,16424,-780,4624,1
15524,-2460,2060,15004,-648,5460,1
15472,-3112,-668,16820,-2748,1724,1
15976,-3052,3588,15008,-3604,2872,1
15852,-628,5064,16000,420,3864,1
16576,2652,6396,16012,-2864,5340,1
15688,2120,6160,15468,-6140,4648,1
16940,-856,3904,16044,-2800,4604,1
14376,-5880,6988,15612,1260,5028,1
16056,-1888,6280,15604,896,5676,1
16292,-932,6824,15524,-2416,5892,1
15940,1620,6020,16288,-4324,4452,1
15828,-1872,5212,15768,-2412,4672,1
15368,-2216,4924,15744,-2560,4128,1
14856,-324,6940,15648,-2280,4460,1
16348,-2900,6676,18896,-6384,4972,1
16168,-3472,6196,19736,1200,-196,1
15700,-3464,4776,12300,-6236,6676,1
15316,-888,4452,14152,860,3860,1
15204,-1104,7112,7216,-4464,3436,1
15900,-1304,8124,16032,-2336,300,1
15516,-1720,7212,15276,-2848,3628,1
15504,-2044,5428,16636,-2984,3632,1
15088,-2716,5268,15092,-948,2580,1
15816,-260,6584,16216,64,3096,1
15676,-304,6736,16276,-1596,3004,1
15568,-976,6948,16628,-908,2872,1
15636,-712,7152,16568,-1204,3968,1
16148,-400,5320,16160,-1160,3208,1
15752,-2344,5912,16632,-536,1812,1
15800,-312,5920,16292,-1352,3092,1
14928,-2132,7276,16292,-20,2296,1
18196,-4344,5212,16060,-1396,2948,1
14848,2008,6160,16280,1696,2152,1
16392,14496,9040,16524,-2340,2620,1
15180,-4260,6716,16176,2600,1776,1
15084,-5580,6492,16572,4364,3988,1
15492,-1268,5192,16480,-3144,3104,1
16020,4040,6252,16420,-6336,2248,1
16000,-3540,5808,16424,1988,2368,1
15472,-2584,6424,16896,2956,3804,1
15872,1160,5916,16052,-1168,1872,1
15932,4672,5244,16112,-3768,1412,1
15632,-3396,5584,16368,1344,1720,1
15396,-4536,6344,16616,2020,3360,1
15984,880,6224,16700,-2476,2316,1
15668,3328,5888,16480,-1984,2316,1
15712,-2580,5960,16548,-688,1608,1
15756,-1016,6204,16480,36,2220,1
15944,1176,5936,16624,-820,1896,1
15472,-3052,4344,16488,1120,1920,1
14928,-4636,5364,16316,2416,1816,1
15620,-1484,6328,16728,-1764,2280,1
15628,3332,6140,16196,-3652,2008,1
15732,-1428,7456,16448,-7704,2472,1
15616,-5708,6780,16444,5532,4448,1
15252,-5104,6524,16564,332,3356,1
15416,448,5664,16584,-2292,1904,1
15988,4568,6372,16212,-5552,2020,1
15356,-3136,6492,16372,1536,2132,1
15592,-3416,5872,16492,-380,2932,1
15804,1132,5904,16600,-3256,2104,1
15036,-888,6752,16972,-3180,3196,1
15920,-4084,6280,18500,-6604,1156,1
15408,-1316,5764,17992,972,2328,1
15516,-3040,6640,13576,-6752,2660,1
15100,-1712,4604,9616,-1600,7560,1
15084,-2780,5444,14724,-812,5756,1
13996,-1276,7692,15212,11236,1068,1
15232,-232,7688,20852,-9560,3212,1
15748,84,7156,15296,1768,944,1
15144,-1136,6140,17672,-304,776,1
15448,-920,6916,16368,-2160,2368,1
15216,-288,7132,16600,832,1352,1
15688,780,6756,17088,1096,3856,1
14808,1420,7764,16628,708,2316,1
15180,1044,6916,16472,860,148,1
15260,1348,6524,15928,-304,736,1
15996,800,6872,16752,1344,2356,1
18488,-1144,4760,16700,1260,4064,1
16872,-248,5368,16452,-220,2596,1
17088,-5456,4692,16472,1112,1616,1
15348,1900,6828,16576,952,2244,1
15704,3280,6028,16348,928,3020,1
16692,-6796,6780,16432,1800,3172,1
13652,1904,9872,16212,972,656,1
10656,1576,15044,16280,2184,2084,1
17016,7968,3188,17316,648,6232,1
12944,4208,956,16508,-1220,4080,1
15492,-2512,4960,16104,-2792,1724,1
14044,-1972,4808,16232,4496,1856,1
17564,-2360,3796,16524,2340,3172,1
16372,-100,5396,16688,1208,5000,1
16092,-496,5460,16380,7024,4576,1
15852,4384,4136,15716,3708,2172,1
16892,2320,4164,17420,-18748,692,1
15740,-2720,2268,16532,3004,4456,1
15628,-4096,4712,16212,-984,4144,1
15432,-3124,6080,16464,-1316,2464,1
16004,-240,4128,16588,292,2540,1
16472,448,3556,16136,1304,1612,1
16640,1296,3632,16128,2120,1928,1
15464,1324,3596,16488,2304,1516,1
15616,1996,7500,16356,192,2628,1
15296,-6040,6156,15720,-4332,1836,1
15264,-5804,4368,17104,-8068,5852,1
15204,-10908,2968,16572,-3124,4388,1
14632,-7424,5716,16084,300,5056,1
19144,10308,6700,16084,-832,2524,1
15884,868,8524,15972,784,2600,1
15044,-572,6532,16108,1340,3120,1
15508,-5456,4368,16608,276,3300,1
16016,-2272,3868,18056,-1556,2724,1
15972,-2060,5712,19052,-4072,728,1
15988,-112,4792,15704,-2864,3768,1
15536,-3252,4776,14956,-2464,3788,1
15624,-1692,3156,12592,-1600,5360,1
15924,-3248,2976,8396,-7336,8248,1
17956,-1996,7588,32767,680,284,1
15440,824,8824,12356,244,3104,1
15540,-188,6004,14060,3424,1700,1
15560,-3516,4124,17468,200,-352,1
15780,-2828,4812,16148,-1980,1764,1
16048,-2596,5888,16252,-1932,2260,1
15900,160,5148,16564,-5436,1652,1
16748,-1924,7252,16556,-1620,5752,1
15860,-3296,6564,16848,1472,3064,1
12440,-3048,6600,15940,8264,1484,1
17592,-1204,1504,16228,740,300,1
15264,1880,5552,16156,-3256,1580,1
15136,-24,7232,17020,-9176,2212,1
15888,-2548,5744,16104,1128,4408,1
15332,-3388,8896,16216,3328,2300,1
15544,-92,6240,16240,2236,3900,1
15360,1304,7304,16428,844,2588,1
16228,-2740,6164,16124,-2628,2212,1
15148,-1476,7036,15784,-4048,1936,1
17492,-76,5316,16276,-7184,4960,1
19968,-2680,2924,16724,1160,4772,1
21004,-3984,3036,15744,4436,4996,1
11508,-2476,12492,16276,-820,2492,1
14804,-4064,4076,16504,556,3372,1
14424,5112,8076,16052,1104,1160,1
9148,-2088,13984,16164,-716,1044,1
17268,13500,-17336,16264,-56,4060,1
7548,4240,-1304,16228,940,4772,1
15884,-3452,6660,16352,-540,3684,1
17424,-1428,3840,16196,-916,3892,1
14936,-900,1852,15996,28,2692,1
15728,-5780,3396,16020,3884,4012,1
16304,1136,1740,15660,-456,5288,1
17904,1764,3912,16488,-10120,3740,1
16328,1348,4328,15940,-2044,5048,1
16152,-5624,3580,16332,3984,5108,1
15960,-2276,3456,15748,2964,4952,1
16168,-1288,2968,16172,-1532,3236,1
16264,-104,3124,16216,-5088,4140,1
15408,1940,3752,16288,-1400,3848,1
17540,-736,6268,16360,2588,3824,1
16624,-4964,5460,16668,4512,5800,1
15972,-2704,4648,15508,52,4236,1
15988,1556,1124,15288,-7304,3504,1
15808,-5044,2312,15896,-3328,3284,1
15488,-4596,5388,15856,116,4596,1
16848,-1088,4588,15636,2312,5120,1
15808,6344,4472,15828,-4492,4936,1
16308,-3716,5656,15632,-3592,4208,1
15648,-4832,6920,15932,912,7132,1
15596,-4760,5848,15704,-412,5560,1
16264,720,4500,16156,-812,5560,1
15808,-2856,4348,15620,-3464,3816,1
15456,-2260,4140,15404,-1564,4064,1
16004,-1432,4068,16348,-136,3088,1
15416,-576,5680,21076,672,824,1
16548,-1472,7084,20684,-6036,2416,1
15504,-3856,4904,15948,716,504,1
15416,-4028,3024,6848,-3040,7764,1
14512,-1160,2860,9200,-2872,15732,1
15656,-2540,8980,23616,-6788,-11812,1
16788,-612,7880,20024,-11280,9012,1
16120,-3088,6660,14964,-1428,560,1
15588,-840,2996,18780,-1928,1820,1
15108,-3668,3156,16952,468,-672,1
15300,-1196,5412,19404,728,-184,1
16248,-2424,7024,14440,-1764,4864,1
16260,-500,6392,13612,-2740,4504,1
15948,-2880,7072,14728,-1800,-1240,1
13780,-1672,6764,7084,-2824,1364,1
16016,-1884,5196,18240,56,652,1
15704,-472,5372,15288,2704,3148,1
15992,-1656,7008,15856,-228,2884,1
16056,-1216,7704,17380,176,4204,1
15636,-964,5712,16696,-1280,1984,1
15320,-1380,5052,15840,356,3560,1
15320,-680,5156,16808,312,1844,1
15572,-340,7280,16200,-3856,6324,1
16104,-580,6068,16256,-108,2636,1
12348,-1648,9332,16196,2756,3796,1
16148,-2324,5280,16196,3040,3096,1
15408,-436,6240,16204,1508,4940,1
14840,2992,8364,16376,-2064,4724,1
16084,-2228,8092,16852,-1132,3360,1
15548,-1144,6704,16732,4048,3916,1
14548,-124,6536,15948,-1952,2348,1
15764,860,5148,16056,-1188,2740,1
15424,520,6300,16324,1112,2040,1
15720,-2516,7100,16612,484,3940,1
16752,-972,5864,16216,-1512,3412,1
14912,180,6320,16248,-1524,3972,1
19072,-4804,-680,16288,968,4516,1
16428,3240,9656,16296,1204,4656,1
5604,96,23624,16204,240,2588,1
22572,480,96,16344,608,5568,1
14764,348,6892,15800,640,1164,1
15160,-816,5968,16512,660,3448,1
17944,-1868,3968,16408,-684,2908,1
15828,-184,1152,16264,-416,4384,1
14940,2100,7044,15880,1872,3180,1
4740,-1568,20896,16440,-1024,3140,1
32767,640,-844,16768,-80,1892,1
9132,-1476,5312,15024,1072,2100,1
13568,-3092,6356,16476,-1800,5016,1
16020,-1912,7820,16616,-2360,3956,1
17016,-1892,6288,15776,-168,4704,1
15088,180,6156,15676,-2072,5232,1
16248,-2248,5144,16128,-1336,3144,1
15412,-676,7600,14964,1228,6696,1
16240,60,7228,15808,-368,6588,1
14628,-3636,6748,16532,-2464,5432,1
16344,-2320,4664,16760,-3804,4880,1
14764,1128,6120,15168,-8436,5436,1
16244,-3116,5864,16420,2036,5840,1
15104,-3036,8008,15088,3260,6780,1
15424,-1980,6832,16620,1752,3752,1
15656,2604,5316,16576,-5340,4288,1
15064,-2592,4840,15724,1132,3256,1
14888,-1996,5076,15936,196,1936,1
17056,512,3044,16220,-824,3264,1
14388,-4716,9044,15952,-492,2576,1
17140,-2192,6936,15908,-1320,6384,1
15632,-1784,6828,18128,-1836,4268,1
14264,-1336,5084,16924,80,1504,1
15788,80,5256,17504,1536,-2548,1
15820,-1500,4168,17184,-824,3240,1
15928,-2988,5804,16232,-1328,1152,1
15292,-2568,3892,16168,1384,5420,1
15276,-1448,7212,6920,-6792,10816,1
15320,448,5048,15140,-792,-1968,1
15228,-3544,7316,15400,1364,3136,1
15824,-596,7336,16480,-2768,4000,1
16092,-164,8020,15416,-1032,3660,1
15916,-1160,7644,16812,1296,3320,1
15016,-1048,6524,16440,960,3444,1
14884,-1292,5592,15768,1988,3096,1
16280,-1876,7308,17008,-3804,3540,1
13572,-3080,7192,15912,-972,5080,1
15908,8980,8124,16552,-3096,2856,1
14544,-2976,10320,15340,4268,5000,1
17356,-3956,7488,16504,5992,6028,1
15260,944,6344,16140,1544,4944,1
15904,2208,6268,16064,-9252,1836,1
15516,-1280,5080,16092,-1568,3132,1
15436,-2416,5332,16100,4788,2620,1
15924,-96,6452,16480,-792,4116,1
17236,1616,4540,15944,-2756,3908,1
18152,172,3920,16316,2052,4500,1
16844,-1320,3800,16344,264,3252,1
14804,-772,3336,16456,-744,3160,1
18844,3972,4008,16228,2200,1972,1
18460,-3716,23252,16716,-1052,4016,1
10136,-6780,10640,16336,-548,3436,1
13960,6000,7956,16128,2996,3504,1
14176,2608,3968,15684,1236,6008,1
17780,-3600,6516,16312,-540,3508,1
17176,5744,2388,15440,-1028,5252,1
14960,-5196,2188,16280,-480,2840,1
16616,-1500,4864,15892,-1216,2776,1
13748,-6700,8244,16244,1656,4280,1
15820,276,4392,16324,2012,3504,1
15916,-2420,8056,16420,-2924,6036,1
17188,7508,4400,15852,-4428,3988,1
14700,-6268,4472,16104,404,3316,1
15752,1760,2108,15820,884,2424,1
15604,-2956,3208,15620,-788,3140,1
15468,720,3712,16760,-4212,2900,1
16436,956,6076,16656,-2360,5168,1
16056,-4560,5264,15488,988,4788,1
14944,-6148,6544,15884,916,4424,1
15760,-380,3120,16120,888,5064,1
14812,960,7696,16400,-9292,3680,1
15804,-3732,7260,15876,1524,6772,1
16012,-3580,8100,16344,564,6352,1
15964,-3624,6828,15660,428,5908,1
15264,1612,4080,15400,-2136,3988,1
15940,-1036,4444,15640,-3140,2052,1
15620,-2868,6708,16084,-228,5256,1
15436,-3544,3984,16084,220,5632,1
15572,5548,6884,15404,-4468,4232,1
15836,-892,5564,16224,-6768,5120,1
15188,-2180,5956,15524,-2272,3492,1
15260,-3964,6960,16184,808,6900,1
15092,-3708,6796,15060,348,7128,1
15964,-2936,7712,16320,-1524,6136,1
15952,6448,6500,15344,-5420,5908,1
14768,-3204,5212,15700,-2468,3928,1
14580,-6548,7232,14852,-2196,4052,1
16576,-6960,6300,16208,1484,6540,1
14904,-3716,9200,15428,-2280,6024,1
16892,1808,8164,16080,-1980,7920,1
15784,-828,8088,16288,-2024,6372,1
14896,-2184,7372,17588,-380,3604,1
14760,-3008,6260,16192,-5424,5516,1
15252,-1928,6548,16040,-2312,3164,1
15508,-3600,6436,15468,-5368,2784,1
15524,-1256,4676,12756,3120,5544,1
16288,-260,4712,15188,-10884,20780,1
16440,-2540,5840,27480,13752,-6784,1
15812,-1392,4756,16696,-3608,2516,1
15624,-2196,5112,16844,-404,2468,1
15740,-772,5108,17036,-3232,2536,1
15744,-3268,4924,16444,2660,3364,1
15988,-2900,5684,16660,-604,2692,1
14788,1320,5216,16380,-8364,2284,1
15660,-1804,6228,16380,1776,3112,1
15320,-2704,7344,16636,3952,5628,1
15616,-3264,6380,16564,2572,3212,1
15540,2524,5484,16292,-2868,2068,1
16060,304,4816,16620,-7612,380,1
15640,-3796,4960,16360,3156,2176,1
15724,-2756,5300,16208,3592,2884,1
15708,-1164,6972,16576,340,3780,1
16340,1328,7304,16416,-4036,1352,1
16132,2240,4808,16452,-6808,2944,1
15536,-1740,5248,15856,644,1772,1
13664,-4160,6288,15940,8108,4304,1
15936,-1828,6608,16200,4764,4404,1
17028,5016,4844,16984,-6164,3860,1
15364,-2664,5792,16152,-5348,4124,1
16404,424,4232,16288,1576,3072,1
18656,-1240,5048,16484,-1852,3344,1
16396,1612,5192,16040,2096,2764,1
13452,-4520,8632,16052,832,3612,1
17040,708,3956,16440,376,3544,1
16948,1740,4968,16336,-164,3352,1
14964,-844,5904,16020,268,1556,1
13192,1916,19452,16568,-328,2368,1
25824,-5676,-420,16744,-48,3932,1
13808,3540,4128,16044,-596,5436,1
18320,-2252,4168,16560,-152,3852,1
17900,-592,2952,15856,-1640,3796,1
15256,-1296,2236,15468,-660,2324,1
15628,-2100,3156,16412,4040,4348,1
16364,-3716,4372,16148,-1248,4064,1
16504,4464,4828,16176,-5236,6144,1
16328,-2308,4536,16084,-2140,4528,1
16068,-1412,3392,16036,1124,3656,1
15948,-1664,2652,15892,-192,3708,1
16112,564,3376,15984,-2024,3660,1
16248,-1872,4128,16360,-948,4032,1
16284,-1028,4336,16120,-304,4744,1
16208,-1392,3956,16044,-524,4188,1
16180,-1756,3916,15948,-276,4388,1
16004,-2488,3684,16144,532,4264,1
15900,-3228,3536,15924,-2276,5036,1
15728,-460,3292,16364,-8620,5288,1
16404,1396,4384,15872,-6548,3852,1
16576,-1588,4988,16240,10640,4296,1
16124,-500,5092,15620,1600,3584,1
16312,1864,3268,16028,-3356,3780,1
15752,-4484,4080,16172,-4416,4832,1
16156,-2072,3008,16060,-768,5208,1
15784,-2952,4696,15896,-744,4228,1
16364,16,5052,15936,-776,4080,1
16036,-1672,4968,16064,-1624,4072,1
16008,-1084,4184,16256,-1384,4068,1
15848,-1112,4572,15864,-2032,3752,1
15736,-1800,4516,16216,-1044,3444,1
16056,-2004,5044,16224,-1020,3828,1
16084,180,4680,16852,-820,3788,1
15804,-3224,4596,20632,-1348,2716,1
15824,-1600,4132,17736,-2252,3116,1
15772,-2448,4796,13160,-2116,3668,1
15968,-2588,3136,13664,-3504,4120,1
15292,-2628,3028,12116,224,6600,1
15560,-396,2604,12352,-5240,9280,1
16144,-932,7476,29032,-1160,-6212,1
16156,-2092,7344,15520,-2556,6616,1
15936,-2688,6472,16148,-908,3160,1
16784,784,4860,17916,-7236,-204,1
15016,-4256,6388,16304,3192,2076,1
16280,-860,6024,16488,1120,3776,1
15860,-1552,5384,16528,608,1840,1
15268,-168,5876,16072,-3256,2620,1
16132,1116,5248,16348,-2108,2184,1
15504,-488,6028,16436,-864,2280,1
15644,-4028,6600,16240,900,3584,1
15724,-2896,6596,16140,2172,3116,1
15900,-1808,5684,16596,4,3132,1
16208,5352,6320,16296,-8480,1848,1
15640,-2176,6112,16552,-28,2156,1
15464,-3912,5528,16156,3932,4336,1
15308,-2132,7552,16384,2228,3912,1
15960,-388,6188,16464,-1064,2572,1
16056,944,5032,16040,-3044,2164,1
16616,-1972,2808,16092,-2196,3152,1
16024,-1088,3036,16504,-1272,3760,1
17220,-480,4296,16532,12,3152,1
20804,-1836,3068,16848,1608,3408,1
16356,-1708,7376,16240,32,3116,1
12784,-56,8180,16384,-1408,2136,1
12640,-1532,6720,16008,-980,2692,1
12252,-640,10868,16108,1696,3604,1
13320,-232,11856,16256,-352,2808,1
24784,4080,-7268,16224,88,5156,1
14260,4700,5164,16220,-424,3084,1
16112,-1448,2100,15912,836,4708,1
16668,-56,3340,16236,-1168,2836,1
16184,-1968,3576,15992,192,3252,1
16692,-776,4108,15932,3364,4912,1
16072,-480,4256,16428,-4172,3760,1
16208,-1512,4180,16156,-904,4160,1
15888,-2544,4780,15952,580,4136,1
16028,-3372,4612,16048,-312,3844,1
15880,-1256,4776,15936,624,4264,1
16984,4900,4024,15848,-4364,3964,1
15948,-3984,4140,16324,-1772,3496,1
15648,-2480,4160,15676,1636,5720,1
16068,-4276,6532,16012,32,4760,1
16212,-2484,5448,16480,-340,5400,1
15560,4196,3896,16484,-2316,3544,1
15464,-2196,3272,15784,-3156,2440,1
16128,-800,5412,15732,1568,4948,1
16184,-1624,6292,16340,-3276,4512,1
16504,-1852,6492,16956,-1572,4852,1
15876,-1672,4860,16672,-804,4676,1
15988,-964,4188,17056,-560,2944,1
15348,-2208,4892,16424,-1136,4184,1
15820,-1964,5248,15812,-2440,5148,1
16116,-2944,6252,15880,-1088,3304,1
16176,-2504,4812,16580,-676,3804,1
15608,-1028,3412,14284,-3580,4296,1
15644,-568,2424,11120,-3988,7120,1
16656,-3524,6508,22524,5836,-10088,1
16588,-3104,8752,11880,2020,984,1
16152,-1540,6004,14872,-3664,4308,1
15548,-884,4140,17196,632,612,1
15408,-4144,5720,16256,164,-584,1
15168,-3856,6436,16632,-1316,2300,1
16892,-820,6164,16984,492,2232,1
15116,676,8244,16568,180,1408,1
16008,-364,6724,16688,-1512,1880,1
14952,-2476,6228,16524,-544,380,1
17340,-168,4744,16440,-528,516,1
15256,-2496,5400,16628,-420,2760,1
15872,-2248,6668,16760,2180,1088,1
14720,588,6012,16180,-2592,1404,1
16368,6216,6420,16144,-7036,2484,1
15064,-5316,6548,17328,3676,2908,1
15572,-4436,5872,16620,3704,2628,1
15300,-1800,5544,16228,64,1556,1
16040,2076,5564,16572,-3004,492,1
15764,1400,5156,16352,-836,484,1
15048,-2692,6240,16552,920,1704,1
15768,-1236,7456,17068,2412,6260,1
16736,1028,6640,16644,-2812,4056,1
14672,-2760,4428,16444,1260,2232,1
16248,-3260,5584,17288,-2216,5628,1
15608,-668,7524,16212,-3660,660,1
14952,-160,6264,15732,4260,-2744,1
16196,628,3404,16560,632,-1980,1
15236,1752,1816,15940,2748,-1924,1
15648,-2324,5692,16664,436,1256,1
14752,-988,8840,16668,-684,4140,1
15856,-240,7768,16532,-948,876,1
15980,2056,4592,15916,-2452,5236,1
14560,-2276,6568,16096,1184,220,1
16256,-3400,5564,16120,6288,5108,1
15716,-488,6940,16360,200,2256,1
15288,-640,6240,16092,-924,1904,1
15560,3892,6528,15900,-3084,1368,1
15500,-1676,6716,16412,256,3424,1
15904,-2380,7364,16552,644,6484,1
15976,-1452,9768,16884,-1692,4980,1
15508,360,7920,16560,-1608,5512,1
15024,-256,6464,16336,592,2068,1
15056,-804,4392,15912,596,-896,1
15320,-1500,4208,16544,2656,1168,1
14928,-1784,6468,16148,2920,3240,1
15892,-2880,8568,17492,2416,6112,1
15492,1792,6900,16172,-4844,3000,1
15324,4720,7716,15732,-13776,3208,1
16256,-1116,5980,16552,4536,2736,1
15252,-4460,8448,16644,6492,5196,1
16012,624,7336,16676,-236,1944,1
15136,1200,5672,16288,-316,2168,1
15320,-844,3220,15996,1632,-1084,1
15644,300,2120,16684,2640,2856,1
16020,-24,4748,16404,396,5068,1
16492,-1444,8600,17564,-2292,4664,1
15168,592,7016,16152,1516,2188,1
15752,412,3820,15720,328,-552,1
17104,1140,1020,16368,868,848,1
21024,388,1104,16680,292,632,1
18172,-2304,2564,16964,2832,4428,1
14156,-672,2836,16648,-284,612,1
12536,932,5460,16292,2780,1612,1
15348,-660,9232,16016,876,-48,1
11384,-1828,12688,16376,832,1084,1
8240,6752,-1892,16844,640,3252,1
12760,2584,1476,16700,-144,3872,1
16112,-824,5836,16220,1064,1384,1
15520,-3412,3672,16088,3124,2512,1
16756,-2400,104,16696,-1772,4004,1
15960,-1588,3928,16500,-7044,2516,1
16452,3776,2648,16244,-748,3096,1
16100,-2396,3996,16148,2576,2136,1
16100,-1524,3484,16036,3556,4228,1
16168,-1500,3068,16128,-64,3560,1
16268,1176,3676,15916,-3988,3836,1
